order_id,product_id,product_name,category,quantity,unit_price
SO-47242795,155,"colorful car",toys,3,69.37
SO-47242795,586,"hardcover anthology",books,3,245.61
SO-47242795,1180,"compact monitor",electronics,5,200.88
SO-47242795,1105,"classic sweater",clothing,3,125.99
SO-47242795,772,"educational car",toys,4,250.83
SO-53755930,1028,"comfortable shirt",clothing,3,137.09
SO-53755930,831,"interactive doll",toys,5,472.44
SO-53755930,59,"cozy chair",home,5,93.21
SO-53755930,1100,"classic shirt",clothing,2,437.99
SO-53755930,241,"rustic rug",home,3,157.91
SO-53755930,531,"stylish shirt",clothing,4,294.52
SO-53755930,1066,"classic sweater",clothing,3,77.27
SO-53755930,348,"cozy lamp",home,2,200.98
SO-53755930,214,"elegant table",home,1,493.88
SO-53755930,83,"hardcover guide",books,1,14.42
SO-75437703,680,"comfortable jeans",clothing,1,95.01
SO-75437703,535,"modern chair",home,5,112.82
SO-75437703,339,"educational car",toys,1,9.95
SO-75437703,687,"portable monitor",electronics,2,235.74
SO-97462290,1120,"cozy chair",home,4,488.16
SO-97462290,1002,"classic jacket",clothing,1,168.81
SO-92799771,34,"smart camera",electronics,5,354.61
SO-92799771,917,"fun puzzle",toys,2,138.32
SO-92799771,577,"interactive puzzle",toys,2,137.03
SO-92799771,701,"colorful blocks",toys,4,346.36
SO-92799771,254,"portable monitor",electronics,5,167.46
SO-06107200,1183,"educational doll",toys,5,496.17
SO-06107200,1078,"rustic rug",home,5,428.67
SO-06107200,841,"fun blocks",toys,4,336.98
SO-06107200,151,"educational doll",toys,2,465.67
SO-06107200,405,"modern guide",books,1,74.61
SO-06107200,70,"cozy chair",home,4,30.07
SO-06107200,1212,"cozy rug",home,2,77.78
SO-93020355,1135,"modern anthology",books,5,6.6
SO-93020355,266,"hardcover guide",books,3,32.18
SO-93020355,91,"modern chair",home,1,44.2
SO-93020355,1258,"durable sweater",clothing,2,338.5
SO-08640647,631,"modern lamp",home,4,51.02
SO-08640647,1144,"fun puzzle",toys,2,260.04
SO-72869564,696,"colorful blocks",toys,2,268.03
SO-15087547,946,"compact camera",electronics,4,209.91
SO-15087547,827,"fun doll",toys,2,432.73
SO-59760501,1190,"educational blocks",toys,4,331.69
SO-59760501,995,"modern anthology",books,1,327.32
SO-59760501,599,"rustic lamp",home,1,329.64
SO-59760501,812,"interactive car",toys,1,263.88
SO-59760501,406,"compact monitor",electronics,4,86.03
SO-59760501,237,"compact headphones",electronics,3,30.86
SO-59760501,553,"smart camera",electronics,4,275.51
SO-59760501,1133,"portable camera",electronics,2,22.43
SO-59760501,96,"rustic rug",home,3,23.2
SO-72758216,898,"fun blocks",toys,5,63.31
SO-72758216,144,"classic shirt",clothing,2,428.76
SO-72758216,117,"compact monitor",electronics,3,272.14
SO-72758216,1149,"stylish jeans",clothing,2,33.71
SO-72758216,149,"portable monitor",electronics,4,240.9
SO-72758216,75,"colorful doll",toys,1,390.22
SO-72758216,1245,"modern memoir",books,4,240.75
SO-48708999,737,"cozy chair",home,3,57.07
SO-48708999,923,"wireless monitor",electronics,1,22.4
SO-48708999,605,"comfortable shirt",clothing,5,319.05
SO-48708999,55,"fun car",toys,1,33.76
SO-48708999,1088,"elegant chair",home,2,241.48
SO-48708999,1117,"compact speaker",electronics,2,96.93
SO-48708999,1092,"elegant chair",home,4,469.6
SO-48708999,1193,"smart headphones",electronics,2,65.11
SO-48708999,933,"modern table",home,2,301.64
SO-87917919,459,"stylish sweater",clothing,5,264.81
SO-87917919,1175,"illustrated anthology",books,1,183.2
SO-87917919,303,"interactive doll",toys,2,387.13
SO-87917919,840,"colorful puzzle",toys,1,337.45
SO-87917919,1239,"elegant rug",home,5,368.1
SO-87917919,333,"illustrated anthology",books,2,346.44
SO-87917919,705,"smart speaker",electronics,2,112.49
SO-87917919,79,"durable sweater",clothing,3,248.73
SO-87917919,1137,"stylish jacket",clothing,1,346.22
SO-87917919,333,"illustrated anthology",books,1,346.44
SO-39491292,206,"classic sweater",clothing,1,457.25
SO-39491292,1010,"modern anthology",books,3,305.51
SO-39491292,590,"modern guide",books,3,103.46
SO-61180978,320,"portable speaker",electronics,3,125.45
SO-61180978,690,"wireless headphones",electronics,4,309.38
SO-61180978,10,"interactive doll",toys,3,414.84
SO-61180978,782,"hardcover guide",books,2,45.61
SO-61180978,1058,"comfortable sweater",clothing,4,243.71
SO-94618805,1092,"elegant chair",home,2,469.6
SO-94618805,320,"portable speaker",electronics,2,125.45
SO-94618805,1189,"smart monitor",electronics,3,100.43
SO-94618805,892,"modern anthology",books,1,375.51
SO-94618805,1066,"classic sweater",clothing,3,77.27
SO-06393024,476,"comfortable jacket",clothing,5,340.66
SO-06393024,576,"portable monitor",electronics,2,240.69
SO-06393024,1061,"colorful blocks",toys,2,439.54
SO-06393024,956,"comfortable shirt",clothing,5,234.66
SO-06393024,1265,"classic jeans",clothing,5,15.53
SO-06393024,1285,"colorful blocks",toys,4,217.1
SO-06393024,1208,"portable camera",electronics,4,254.91
SO-06393024,940,"colorful puzzle",toys,5,300.98
SO-06393024,1113,"fun doll",toys,5,382.37
SO-06393024,946,"compact camera",electronics,3,209.91
SO-80824183,1024,"rustic chair",home,3,496.45
SO-80824183,1135,"modern anthology",books,2,6.6
SO-80824183,810,"classic novel",books,4,194.01
SO-80824183,614,"modern table",home,5,481.51
SO-80824183,905,"cozy table",home,4,301.18
SO-80824183,273,"interactive doll",toys,2,294.22
SO-80824183,599,"rustic lamp",home,5,329.64
SO-80824183,147,"interactive doll",toys,2,168.4
SO-80824183,969,"rustic lamp",home,5,191.17
SO-80824183,756,"stylish jeans",clothing,1,114.78
SO-20671802,685,"modern guide",books,3,111.95
SO-20671802,278,"fun blocks",toys,3,188.95
SO-20671802,820,"compact monitor",electronics,3,71.55
SO-20671802,601,"compact speaker",electronics,5,427.22
SO-20671802,644,"classic sweater",clothing,5,374.8
SO-90052081,570,"wireless speaker",electronics,5,350.04
SO-90052081,412,"fun puzzle",toys,4,360.0
SO-90052081,618,"smart headphones",electronics,3,268.31
SO-90052081,260,"illustrated guide",books,5,52.69
SO-90052081,948,"rustic rug",home,3,162.13
SO-90052081,995,"modern anthology",books,5,327.32
SO-90052081,232,"classic memoir",books,2,402.76
SO-90052081,1020,"educational blocks",toys,2,170.01
SO-21021473,516,"hardcover anthology",books,5,65.98
SO-21021473,183,"wireless headphones",electronics,5,163.01
SO-21021473,1042,"classic jeans",clothing,1,228.81
SO-21021473,1146,"comfortable jeans",clothing,5,53.9
SO-21021473,672,"colorful blocks",toys,3,167.66
SO-21021473,32,"comfortable sweater",clothing,3,188.74
SO-21021473,497,"elegant lamp",home,3,176.21
SO-21021473,88,"illustrated guide",books,4,374.68
SO-21021473,653,"classic sweater",clothing,2,266.45
SO-34339544,786,"portable speaker",electronics,2,134.27
SO-34339544,42,"wireless speaker",electronics,3,344.27
SO-34339544,183,"wireless headphones",electronics,3,163.01
SO-34339544,1225,"modern table",home,5,419.61
SO-34339544,1266,"elegant table",home,3,488.41
SO-34339544,481,"classic anthology",books,5,306.83
SO-34339544,547,"illustrated anthology",books,1,186.32
SO-34339544,1005,"classic anthology",books,4,394.58
SO-34339544,964,"fun blocks",toys,4,197.32
SO-34339544,340,"comfortable shirt",clothing,4,69.18
SO-47266945,607,"stylish sweater",clothing,1,478.02
SO-47266945,1155,"rustic table",home,5,243.23
SO-47266945,66,"smart monitor",electronics,3,50.36
SO-47266945,174,"classic memoir",books,2,429.55
SO-47266945,820,"compact monitor",electronics,1,71.55
SO-47266945,660,"portable speaker",electronics,3,160.04
SO-47266945,849,"elegant chair",home,3,19.5
SO-47266945,575,"colorful blocks",toys,4,367.29
SO-47266945,1285,"colorful blocks",toys,4,217.1
SO-78166577,1155,"rustic table",home,4,243.23
SO-78166577,278,"fun blocks",toys,3,188.95
SO-78166577,564,"elegant chair",home,2,6.13
SO-78166577,1157,"compact camera",electronics,5,87.37
SO-78166577,188,"compact speaker",electronics,4,112.83
SO-33385066,1276,"rustic lamp",home,2,45.73
SO-33385066,715,"elegant table",home,4,333.13
SO-33385066,1083,"cozy chair",home,4,424.56
SO-33385066,194,"interactive blocks",toys,3,349.51
SO-33385066,1024,"rustic chair",home,1,496.45
SO-33385066,989,"hardcover guide",books,4,405.24
SO-33385066,682,"smart headphones",electronics,5,468.38
SO-33385066,292,"elegant rug",home,2,421.42
SO-33385066,767,"interactive doll",toys,1,387.56
SO-33385066,817,"interactive blocks",toys,1,160.26
SO-08030145,19,"colorful blocks",toys,2,58.23
SO-08030145,1094,"comfortable sweater",clothing,4,313.14
SO-08030145,971,"rustic table",home,1,463.42
SO-08030145,1099,"elegant lamp",home,2,188.8
SO-08030145,699,"interactive blocks",toys,1,249.58
SO-08030145,343,"compact speaker",electronics,3,455.77
SO-08030145,60,"compact camera",electronics,3,232.1
SO-56935314,467,"compact monitor",electronics,3,334.98
SO-56935314,12,"classic sweater",clothing,5,203.49
SO-56935314,1254,"hardcover novel",books,1,273.36
SO-17820909,1188,"cozy table",home,1,485.35
SO-17820909,1050,"rustic table",home,5,222.38
SO-17820909,942,"modern lamp",home,3,109.55
SO-17820909,133,"classic sweater",clothing,2,41.23
SO-31341457,445,"portable monitor",electronics,5,328.97
SO-31341457,685,"modern guide",books,2,111.95
SO-31341457,598,"fun puzzle",toys,3,452.66
SO-31341457,693,"rustic table",home,2,228.05
SO-31341457,1049,"wireless monitor",electronics,2,414.45
SO-31341457,1226,"stylish jacket",clothing,5,294.12
SO-31341457,752,"elegant table",home,2,439.18
SO-31341457,1164,"wireless speaker",electronics,3,327.15
SO-30932997,971,"rustic table",home,1,463.42
SO-30932997,87,"rustic table",home,4,413.37
SO-90964563,648,"interactive doll",toys,3,135.55
SO-90964563,1055,"hardcover novel",books,5,426.54
SO-90964563,662,"colorful blocks",toys,2,22.0
SO-90964563,1107,"classic sweater",clothing,3,426.68
SO-90964563,1191,"compact headphones",electronics,2,224.47
SO-27596060,356,"cozy rug",home,1,386.27
SO-27596060,308,"classic jacket",clothing,4,203.5
SO-27596060,765,"colorful puzzle",toys,2,330.82
SO-27596060,913,"modern guide",books,5,495.84
SO-27596060,39,"elegant rug",home,4,387.18
SO-36365479,1069,"stylish jacket",clothing,2,119.53
SO-36365479,321,"modern lamp",home,5,313.47
SO-96542477,874,"comfortable sweater",clothing,3,464.03
SO-96542477,106,"classic anthology",books,3,427.78
SO-96542477,100,"hardcover anthology",books,3,224.24
SO-96542477,245,"classic sweater",clothing,3,422.42
SO-96542477,1246,"classic memoir",books,5,454.51
SO-96542477,31,"stylish sweater",clothing,4,311.36
SO-96542477,1168,"compact monitor",electronics,4,414.84
SO-96542477,1186,"compact speaker",electronics,5,230.84
SO-96542477,437,"wireless camera",electronics,5,387.44
SO-70483675,156,"comfortable shirt",clothing,3,124.36
SO-70483675,988,"modern rug",home,1,374.15
SO-70426528,1210,"classic memoir",books,2,236.53
SO-70426528,30,"wireless monitor",electronics,4,410.96
SO-70426528,681,"colorful car",toys,3,290.72
SO-70426528,864,"illustrated novel",books,5,275.57
SO-70426528,611,"classic shirt",clothing,4,14.56
SO-70426528,341,"stylish jeans",clothing,5,187.11
SO-70426528,662,"colorful blocks",toys,2,22.0
SO-63346525,344,"interactive puzzle",toys,2,453.2
SO-63346525,273,"interactive doll",toys,4,294.22
SO-63346525,508,"educational car",toys,5,407.97
SO-63346525,1162,"elegant chair",home,3,70.15
SO-63346525,1086,"comfortable sweater",clothing,5,150.05
SO-63346525,95,"wireless camera",electronics,5,80.95
SO-63346525,1167,"illustrated memoir",books,3,407.8
SO-03413282,984,"elegant table",home,4,288.81
SO-03413282,1127,"modern anthology",books,4,332.24
SO-03413282,418,"illustrated memoir",books,3,347.24
SO-03413282,1051,"portable camera",electronics,4,399.31
SO-03413282,190,"cozy lamp",home,5,167.93
SO-05374926,201,"durable jacket",clothing,5,429.89
SO-05374926,581,"interactive car",toys,4,418.88
SO-38249811,1182,"educational doll",toys,3,273.19
SO-38249811,823,"illustrated guide",books,4,99.88
SO-38249811,780,"rustic chair",home,5,257.05
SO-38249811,24,"compact headphones",electronics,1,358.2
SO-38249811,94,"classic sweater",clothing,4,323.48
SO-38249811,880,"wireless camera",electronics,2,129.56
SO-43925702,361,"elegant lamp",home,4,380.72
SO-43925702,954,"classic anthology",books,5,283.37
SO-81665754,1059,"educational puzzle",toys,3,400.02
SO-81665754,109,"interactive blocks",toys,5,304.22
SO-81665754,16,"educational blocks",toys,3,397.31
SO-81665754,1105,"classic sweater",clothing,1,125.99
SO-81665754,48,"classic memoir",books,3,497.37
SO-88505710,1202,"portable headphones",electronics,1,116.36
SO-88505710,511,"elegant rug",home,5,27.35
SO-88505710,725,"colorful puzzle",toys,1,346.31
SO-88505710,130,"stylish jacket",clothing,1,467.22
SO-88505710,1214,"durable jeans",clothing,4,43.93
SO-88505710,17,"elegant rug",home,1,282.48
SO-70904275,1183,"educational doll",toys,5,496.17
SO-70904275,506,"wireless headphones",electronics,4,22.7
SO-70904275,1066,"classic sweater",clothing,1,77.27
SO-70904275,410,"cozy chair",home,5,339.39
SO-70904275,641,"comfortable shirt",clothing,3,152.32
SO-70904275,238,"classic anthology",books,1,165.69
SO-70904275,944,"colorful blocks",toys,2,250.49
SO-70904275,497,"elegant lamp",home,1,176.21
SO-70904275,692,"portable camera",electronics,2,93.66
SO-70904275,1101,"classic shirt",clothing,5,447.03
SO-50752298,811,"durable jeans",clothing,5,112.91
SO-50752298,156,"comfortable shirt",clothing,4,124.36
SO-50752298,429,"interactive blocks",toys,4,393.84
SO-50752298,258,"smart speaker",electronics,1,478.7
SO-50752298,864,"illustrated novel",books,5,275.57
SO-50752298,812,"interactive car",toys,3,263.88
SO-50752298,358,"rustic rug",home,5,91.87
SO-50752298,578,"colorful doll",toys,3,312.8
SO-64851637,930,"smart camera",electronics,5,57.98
SO-64851637,69,"elegant table",home,5,332.86
SO-64851637,969,"rustic lamp",home,2,191.17
SO-64851637,286,"interactive blocks",toys,3,218.04
SO-64851637,60,"compact camera",electronics,1,232.1
SO-64851637,371,"rustic table",home,2,258.68
SO-64851637,671,"durable sweater",clothing,1,97.69
SO-64851637,746,"elegant chair",home,3,410.35
SO-64851637,911,"illustrated anthology",books,1,70.42
SO-94563367,1265,"classic jeans",clothing,1,15.53
SO-94563367,983,"classic jacket",clothing,4,166.91
SO-94563367,1152,"modern table",home,2,365.28
SO-94563367,1056,"illustrated guide",books,1,237.75
SO-94563367,13,"smart monitor",electronics,3,14.84
SO-94563367,720,"modern memoir",books,1,457.54
SO-94563367,897,"durable shirt",clothing,5,363.31
SO-94563367,308,"classic jacket",clothing,4,203.5
SO-94563367,1047,"portable camera",electronics,4,176.32
SO-94563367,56,"wireless headphones",electronics,3,421.93
SO-03909510,85,"classic jeans",clothing,5,98.0
SO-03909510,15,"stylish sweater",clothing,1,140.38
SO-03909510,720,"modern memoir",books,3,457.54
SO-03909510,664,"modern table",home,3,129.19
SO-03909510,374,"interactive blocks",toys,2,85.14
SO-03909510,493,"comfortable jacket",clothing,3,453.81
SO-22463223,799,"educational car",toys,4,59.45
SO-22463223,130,"stylish jacket",clothing,1,467.22
SO-22463223,634,"educational doll",toys,1,49.12
SO-22463223,1255,"portable headphones",electronics,4,421.81
SO-22463223,7,"illustrated memoir",books,1,362.95
SO-22463223,1086,"comfortable sweater",clothing,1,150.05
SO-22463223,742,"interactive car",toys,2,79.69
SO-22463223,951,"wireless camera",electronics,4,24.14
SO-22463223,325,"classic memoir",books,5,98.98
SO-18824492,197,"stylish sweater",clothing,5,441.63
SO-18824492,938,"wireless speaker",electronics,1,358.91
SO-18824492,996,"smart monitor",electronics,3,35.24
SO-18824492,821,"educational blocks",toys,4,213.93
SO-18824492,1138,"elegant rug",home,5,316.9
SO-36407442,1016,"wireless speaker",electronics,1,475.48
SO-36407442,631,"modern lamp",home,2,51.02
SO-02661037,145,"rustic chair",home,3,208.89
SO-02661037,1143,"durable jacket",clothing,4,89.78
SO-02661037,1108,"smart headphones",electronics,1,311.53
SO-02661037,403,"smart speaker",electronics,3,450.21
SO-02661037,121,"colorful car",toys,1,357.92
SO-02661037,441,"fun doll",toys,4,372.52
SO-02661037,722,"educational car",toys,3,109.62
SO-95023846,505,"illustrated memoir",books,2,320.43
SO-95023846,58,"portable headphones",electronics,3,402.09
SO-92666951,786,"portable speaker",electronics,5,134.27
SO-92666951,180,"classic shirt",clothing,3,153.7
SO-92666951,1232,"comfortable shirt",clothing,4,271.46
SO-92666951,373,"smart headphones",electronics,3,289.18
SO-92666951,220,"educational car",toys,3,41.28
SO-92666951,506,"wireless headphones",electronics,1,22.7
SO-92666951,1182,"educational doll",toys,3,273.19
SO-92666951,717,"wireless monitor",electronics,3,69.81
